
[Name]
commenface_dingzi_waike

[Data]
X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
4.87978235e-002, -3.49111073e-002, 1.75472692e-001, 3.01166840e+002
4.74903211e-002, -3.66699211e-002, 1.75472692e-001, 3.01071655e+002
4.87978943e-002, -3.49110030e-002, 1.69579834e-001, 3.00588837e+002
4.74902838e-002, -3.66699137e-002, 1.69579834e-001, 3.00526733e+002
5.00403941e-002, -3.31055038e-002, 1.57794118e-001, 3.01430634e+002
5.00404015e-002, -3.31054963e-002, 1.59758404e-001, 3.01446899e+002
4.46868055e-002, -4.00386415e-002, 1.51901260e-001, 3.01050385e+002
4.61193025e-002, -3.83798964e-002, 1.53865546e-001, 3.01133881e+002
4.31947075e-002, -4.16439399e-002, 1.51901260e-001, 3.01037750e+002
4.46868055e-002, -4.00386415e-002, 1.53865546e-001, 3.01100311e+002
4.31947075e-002, -4.16439399e-002, 1.49936974e-001, 3.01024689e+002
4.61193137e-002, -3.83798815e-002, 1.59758404e-001, 3.01274811e+002
4.46868092e-002, -4.00386378e-002, 1.57794118e-001, 3.01231659e+002
4.61193100e-002, -3.83798890e-002, 1.57794118e-001, 3.01262390e+002
4.46868092e-002, -4.00386378e-002, 1.59758404e-001, 3.01240753e+002
4.31947038e-002, -4.16439436e-002, 1.57794118e-001, 3.01211395e+002
4.31947038e-002, -4.16439436e-002, 1.59758404e-001, 3.01215607e+002
4.61193062e-002, -3.83798927e-002, 1.55829832e-001, 3.01206635e+002
4.46868092e-002, -4.00386415e-002, 1.55829832e-001, 3.01174469e+002
4.31947075e-002, -4.16439399e-002, 1.53865546e-001, 3.01091034e+002
4.31947038e-002, -4.16439399e-002, 1.55829832e-001, 3.01159943e+002
4.87978943e-002, -3.49110030e-002, 1.57794118e-001, 3.01375732e+002
4.87978980e-002, -3.49109955e-002, 1.59758404e-001, 3.01386871e+002
4.74902801e-002, -3.66699174e-002, 1.57794118e-001, 3.01316193e+002
4.74902838e-002, -3.66699137e-002, 1.59758404e-001, 3.01325287e+002
4.74902727e-002, -3.66699249e-002, 1.55829832e-001, 3.01257294e+002
1.72859412e-002, -5.74556850e-002, 1.40115544e-001, 3.01261261e+002
1.72859151e-002, -5.74556924e-002, 1.38151258e-001, 3.01252777e+002
1.93729717e-002, -5.67860045e-002, 1.40115544e-001, 3.01296967e+002
2.14341749e-002, -5.60405329e-002, 1.38151258e-001, 3.01325928e+002
2.34667938e-002, -5.52202612e-002, 1.38151258e-001, 3.01391510e+002
2.34668069e-002, -5.52202575e-002, 1.40115544e-001, 3.01409210e+002
2.14341935e-002, -5.60405254e-002, 1.40115544e-001, 3.01346741e+002
1.93729494e-002, -5.67860119e-002, 1.38151258e-001, 3.01282837e+002
2.14341562e-002, -5.60405366e-002, 1.36186972e-001, 3.01240051e+002
2.34667826e-002, -5.52202687e-002, 1.36186972e-001, 3.01299652e+002
1.93729270e-002, -5.67860194e-002, 1.36186972e-001, 3.01194733e+002
1.51759395e-002, -5.80486655e-002, 1.44044131e-001, 3.01104187e+002
1.72859952e-002, -5.74556701e-002, 1.44044116e-001, 3.01117279e+002
1.72860213e-002, -5.74556626e-002, 1.46008402e-001, 3.01044189e+002
1.72860436e-002, -5.74556552e-002, 1.47972688e-001, 3.01014648e+002
1.51759619e-002, -5.80486618e-002, 1.46008402e-001, 3.01038116e+002
1.30456919e-002, -5.85641898e-002, 1.44044131e-001, 3.01114349e+002
1.51759814e-002, -5.80486543e-002, 1.47972688e-001, 3.01013062e+002
1.30457059e-002, -5.85641861e-002, 1.46008417e-001, 3.01051727e+002
1.72859691e-002, -5.74556775e-002, 1.42079830e-001, 3.01207001e+002
1.51759163e-002, -5.80486730e-002, 1.42079845e-001, 3.01189423e+002
1.30456770e-002, -5.85641935e-002, 1.42079845e-001, 3.01203125e+002
2.14342307e-002, -5.60405105e-002, 1.44044116e-001, 3.01205597e+002
2.34668329e-002, -5.52202463e-002, 1.44044116e-001, 3.01267822e+002
2.34668441e-002, -5.52202389e-002, 1.46008402e-001, 3.01189301e+002
2.34668534e-002, -5.52202351e-002, 1.47972688e-001, 3.01151886e+002
2.14342494e-002, -5.60405031e-002, 1.46008402e-001, 3.01125641e+002
1.93730202e-002, -5.67859858e-002, 1.44044116e-001, 3.01154053e+002
1.93730425e-002, -5.67859784e-002, 1.46008402e-001, 3.01076630e+002
2.14342643e-002, -5.60404956e-002, 1.47972688e-001, 3.01091187e+002
1.93730630e-002, -5.67859709e-002, 1.47972688e-001, 3.01039825e+002
2.34668199e-002, -5.52202500e-002, 1.42079830e-001, 3.01358002e+002
2.14342121e-002, -5.60405180e-002, 1.42079830e-001, 3.01294525e+002
1.93729959e-002, -5.67859970e-002, 1.42079830e-001, 3.01243103e+002
4.37983917e-003, -5.98394647e-002, 1.46008402e-001, 3.01242188e+002
6.56226696e-003, -5.96396141e-002, 1.46008402e-001, 3.01188995e+002
6.56225625e-003, -5.96396141e-002, 1.47972688e-001, 3.01166626e+002
4.37984802e-003, -5.98394647e-002, 1.44044116e-001, 3.01304138e+002
2.19162204e-003, -5.99594787e-002, 1.44044116e-001, 3.01339142e+002
2.19161459e-003, -5.99594787e-002, 1.46008402e-001, 3.01277618e+002
4.37982939e-003, -5.98394647e-002, 1.47972688e-001, 3.01223145e+002
1.08980853e-002, -5.90015538e-002, 1.44044131e-001, 3.01146820e+002
1.30457180e-002, -5.85641824e-002, 1.47972703e-001, 3.01028168e+002
1.08980900e-002, -5.90015538e-002, 1.46008417e-001, 3.01082733e+002
8.73598456e-003, -5.93601875e-002, 1.44044131e-001, 3.01197174e+002
1.08980918e-002, -5.90015538e-002, 1.47972703e-001, 3.01060577e+002
8.73597991e-003, -5.93601875e-002, 1.46008402e-001, 3.01130768e+002
6.56227628e-003, -5.96396141e-002, 1.44044116e-001, 3.01252136e+002
8.73597339e-003, -5.93601912e-002, 1.47972688e-001, 3.01111206e+002
1.08980816e-002, -5.90015575e-002, 1.42079845e-001, 3.01230530e+002
8.73598922e-003, -5.93601875e-002, 1.42079845e-001, 3.01281097e+002
6.56228513e-003, -5.96396104e-002, 1.42079830e-001, 3.01342865e+002
3.66712175e-002, -4.74890508e-002, 1.38151258e-001, 3.01363159e+002
3.66712138e-002, -4.74890582e-002, 1.40115544e-001, 3.01413727e+002
3.49123813e-002, -4.87966277e-002, 1.38151258e-001, 3.01433228e+002
3.66712250e-002, -4.74890471e-002, 1.36186972e-001, 3.01244995e+002
3.49123813e-002, -4.87966277e-002, 1.34222686e-001, 3.01153442e+002
3.49123888e-002, -4.87966239e-002, 1.36186972e-001, 3.01321777e+002
3.66711989e-002, -4.74890657e-002, 1.44044116e-001, 3.01312561e+002
3.83810811e-002, -4.61181514e-002, 1.44044116e-001, 3.01261993e+002
3.83810736e-002, -4.61181551e-002, 1.46008402e-001, 3.01167145e+002
3.83810699e-002, -4.61181626e-002, 1.47972688e-001, 3.01098846e+002
3.66711915e-002, -4.74890731e-002, 1.46008402e-001, 3.01217560e+002
3.49123627e-002, -4.87966426e-002, 1.44044116e-001, 3.01371155e+002
3.66711840e-002, -4.74890806e-002, 1.47972688e-001, 3.01152435e+002
3.49123552e-002, -4.87966463e-002, 1.46008402e-001, 3.01276459e+002
3.83810885e-002, -4.61181477e-002, 1.42079830e-001, 3.01335449e+002
3.66712064e-002, -4.74890620e-002, 1.42079830e-001, 3.01393921e+002
3.49123776e-002, -4.87966314e-002, 1.40115544e-001, 3.01480865e+002
3.49123701e-002, -4.87966388e-002, 1.42079830e-001, 3.01453339e+002
4.16449979e-002, -4.31936495e-002, 1.46008402e-001, 3.01119171e+002
4.00397517e-002, -4.46857102e-002, 1.44044116e-001, 3.01223206e+002
4.00397480e-002, -4.46857139e-002, 1.46008402e-001, 3.01133270e+002
4.16449979e-002, -4.31936532e-002, 1.47972688e-001, 3.01050140e+002
4.00397442e-002, -4.46857177e-002, 1.47972688e-001, 3.01065704e+002
2.54680831e-002, -5.43263033e-002, 1.40115544e-001, 3.01480927e+002
2.54680756e-002, -5.43263070e-002, 1.38151258e-001, 3.01455597e+002
2.74353158e-002, -5.33598810e-002, 1.38151258e-001, 3.01505341e+002
2.93659084e-002, -5.23222685e-002, 1.38151258e-001, 3.01532501e+002
2.93659102e-002, -5.23222685e-002, 1.40115544e-001, 3.01564117e+002
2.74353195e-002, -5.33598773e-002, 1.40115544e-001, 3.01535614e+002
2.93658972e-002, -5.23222759e-002, 1.34222686e-001, 3.01268951e+002
2.93659065e-002, -5.23222685e-002, 1.36186972e-001, 3.01429535e+002
2.74352990e-002, -5.33598885e-002, 1.34222701e-001, 3.01247162e+002
2.74353102e-002, -5.33598848e-002, 1.36186972e-001, 3.01405670e+002
2.54680552e-002, -5.43263182e-002, 1.34222701e-001, 3.01208252e+002
2.54680663e-002, -5.43263108e-002, 1.36186972e-001, 3.01357300e+002
3.12572829e-002, -5.12148552e-002, 1.40115544e-001, 3.01565033e+002
3.12572867e-002, -5.12148552e-002, 1.38151258e-001, 3.01528473e+002
3.12572867e-002, -5.12148552e-002, 1.36186972e-001, 3.01420868e+002
3.31069343e-002, -5.00391163e-002, 1.38151258e-001, 3.01492584e+002
3.31069306e-002, -5.00391200e-002, 1.40115544e-001, 3.01537689e+002
3.31069306e-002, -5.00391163e-002, 1.34222686e-001, 3.01225616e+002
3.31069380e-002, -5.00391126e-002, 1.36186972e-001, 3.01387756e+002
3.12572792e-002, -5.12148589e-002, 1.34222686e-001, 3.01264862e+002
2.93659158e-002, -5.23222648e-002, 1.46008402e-001, 3.01353210e+002
2.74353307e-002, -5.33598736e-002, 1.44044116e-001, 3.01405548e+002
2.93659139e-002, -5.23222648e-002, 1.44044116e-001, 3.01442963e+002
2.93659139e-002, -5.23222648e-002, 1.47972688e-001, 3.01300934e+002
2.74353344e-002, -5.33598699e-002, 1.46008402e-001, 3.01317657e+002
2.54680999e-002, -5.43262959e-002, 1.44044116e-001, 3.01339691e+002
2.54681073e-002, -5.43262921e-002, 1.46008402e-001, 3.01258667e+002
2.74353363e-002, -5.33598699e-002, 1.47972688e-001, 3.01272430e+002
2.54681129e-002, -5.43262921e-002, 1.47972688e-001, 3.01218231e+002
2.93659121e-002, -5.23222648e-002, 1.42079830e-001, 3.01526672e+002
2.74353251e-002, -5.33598773e-002, 1.42079830e-001, 3.01496552e+002
2.54680905e-002, -5.43262996e-002, 1.42079830e-001, 3.01433258e+002
3.31069194e-002, -5.00391275e-002, 1.44044116e-001, 3.01420013e+002
3.49123441e-002, -4.87966537e-002, 1.47972688e-001, 3.01211914e+002
3.31069157e-002, -5.00391312e-002, 1.46008402e-001, 3.01324738e+002
3.12572792e-002, -5.12148589e-002, 1.44044116e-001, 3.01445221e+002
3.31069082e-002, -5.00391349e-002, 1.47972688e-001, 3.01266144e+002
3.12572792e-002, -5.12148589e-002, 1.46008402e-001, 3.01355896e+002
3.12572718e-002, -5.12148626e-002, 1.47972688e-001, 3.01298431e+002
3.31069231e-002, -5.00391237e-002, 1.42079830e-001, 3.01503418e+002
3.12572829e-002, -5.12148589e-002, 1.42079830e-001, 3.01530701e+002
2.93658655e-002, -5.23222908e-002, 1.32258415e-001, 3.01101074e+002
2.74352450e-002, -5.33599183e-002, 1.30294129e-001, 3.00936859e+002
2.93658283e-002, -5.23223132e-002, 1.30294129e-001, 3.00954895e+002
2.74352748e-002, -5.33599034e-002, 1.32258415e-001, 3.01079041e+002
2.54680198e-002, -5.43263331e-002, 1.30294129e-001, 3.00893829e+002
2.54680384e-002, -5.43263257e-002, 1.32258415e-001, 3.01037994e+002
2.93657891e-002, -5.23223355e-002, 1.28329843e-001, 3.00837189e+002
2.74352152e-002, -5.33599332e-002, 1.28329843e-001, 3.00816559e+002
3.31068486e-002, -5.00391722e-002, 1.30294129e-001, 3.00914459e+002
3.31068970e-002, -5.00391424e-002, 1.32258415e-001, 3.01051727e+002
3.12571973e-002, -5.12149110e-002, 1.30294129e-001, 3.00947296e+002
3.12572420e-002, -5.12148812e-002, 1.32258415e-001, 3.01090637e+002
3.31068002e-002, -5.00392057e-002, 1.28329843e-001, 3.00802277e+002
3.12571004e-002, -5.12149706e-002, 1.26365557e-001, 3.00719391e+002
3.12571488e-002, -5.12149371e-002, 1.28329843e-001, 3.00831940e+002
1.51761919e-002, -5.80486022e-002, 1.65651262e-001, 3.00727448e+002
1.72862522e-002, -5.74555919e-002, 1.65651262e-001, 3.00735779e+002
1.72863025e-002, -5.74555770e-002, 1.67615548e-001, 3.00578400e+002
1.30458865e-002, -5.85641451e-002, 1.65651262e-001, 3.00737854e+002
1.51762553e-002, -5.80485836e-002, 1.67615548e-001, 3.00573730e+002
1.72861479e-002, -5.74556217e-002, 1.61722690e-001, 3.01081451e+002
1.72861964e-002, -5.74556105e-002, 1.63686976e-001, 3.00912750e+002
1.51760736e-002, -5.80486320e-002, 1.61722690e-001, 3.01069550e+002
1.51761267e-002, -5.80486171e-002, 1.63686976e-001, 3.00900024e+002
1.30457673e-002, -5.85641712e-002, 1.61722690e-001, 3.01076569e+002
1.30458204e-002, -5.85641600e-002, 1.63686976e-001, 3.00906708e+002
1.93732362e-002, -5.67859150e-002, 1.67615548e-001, 3.00599670e+002
1.93732027e-002, -5.67859262e-002, 1.65651262e-001, 3.00762787e+002
1.93731654e-002, -5.67859374e-002, 1.63686976e-001, 3.00941284e+002
2.34668348e-002, -5.52202463e-002, 1.65651262e-001, 3.00866852e+002
2.34668329e-002, -5.52202463e-002, 1.67615548e-001, 3.00698273e+002
2.14343276e-002, -5.60404733e-002, 1.65651262e-001, 3.00806061e+002
2.14343425e-002, -5.60404658e-002, 1.67615548e-001, 3.00640900e+002
2.34668329e-002, -5.52202463e-002, 1.63686976e-001, 3.01050293e+002
2.14342922e-002, -5.60404845e-002, 1.61722690e-001, 3.01152069e+002
2.34668329e-002, -5.52202463e-002, 1.61722690e-001, 3.01220947e+002
2.14343090e-002, -5.60404807e-002, 1.63686976e-001, 3.00985168e+002
1.93731338e-002, -5.67859486e-002, 1.61722690e-001, 3.01107941e+002
1.72863677e-002, -5.74555583e-002, 1.71544105e-001, 3.00256866e+002
1.72864050e-002, -5.74555472e-002, 1.73508391e-001, 3.00033966e+002
1.51763717e-002, -5.80485538e-002, 1.71544105e-001, 3.00253510e+002
1.51764834e-002, -5.80485240e-002, 1.73508376e-001, 3.00035980e+002
1.72863696e-002, -5.74555770e-002, 1.75472692e-001, 3.00958588e+002
1.30461222e-002, -5.85640930e-002, 1.71544105e-001, 3.00263336e+002
1.51766893e-002, -5.80485649e-002, 1.75472692e-001, 3.00951202e+002
1.30463233e-002, -5.85640483e-002, 1.73508376e-001, 3.00048584e+002
1.72863379e-002, -5.74555658e-002, 1.69579834e-001, 3.00427002e+002
1.51763111e-002, -5.80485687e-002, 1.69579834e-001, 3.00423553e+002
1.30459564e-002, -5.85641302e-002, 1.67615548e-001, 3.00586334e+002
1.30460309e-002, -5.85641116e-002, 1.69579834e-001, 3.00434570e+002
2.34667975e-002, -5.52202612e-002, 1.71544105e-001, 3.00355377e+002
2.34667007e-002, -5.52203022e-002, 1.73508391e-001, 3.00119598e+002
2.14343350e-002, -5.60404696e-002, 1.71544120e-001, 3.00306396e+002
2.14342773e-002, -5.60404919e-002, 1.73508391e-001, 3.00080231e+002
2.34664362e-002, -5.52204847e-002, 1.75472692e-001, 3.01104462e+002
1.93732660e-002, -5.67859039e-002, 1.71544120e-001, 3.00274902e+002
2.14341283e-002, -5.60405850e-002, 1.75472692e-001, 3.01023926e+002
1.93732549e-002, -5.67859076e-002, 1.73508406e-001, 3.00050201e+002
1.93731897e-002, -5.67859337e-002, 1.75472692e-001, 3.00971832e+002
2.34668218e-002, -5.52202500e-002, 1.69579834e-001, 3.00534332e+002
2.14343425e-002, -5.60404658e-002, 1.69579834e-001, 3.00481476e+002
1.93732549e-002, -5.67859076e-002, 1.69579834e-001, 3.00445892e+002
4.20460481e-007, -5.99995032e-002, 1.65651277e-001, 3.00962372e+002
2.19156384e-003, -5.99594824e-002, 1.67615563e-001, 3.00798859e+002
4.17086397e-007, -5.99995032e-002, 1.67615563e-001, 3.00810760e+002
4.29586464e-007, -5.99995032e-002, 1.63686976e-001, 3.01126892e+002
2.19154777e-003, -5.99594824e-002, 1.65651262e-001, 3.00945801e+002
4.38775515e-007, -5.99995032e-002, 1.61722690e-001, 3.01297333e+002
2.19154428e-003, -5.99594824e-002, 1.63686976e-001, 3.01108368e+002
4.37977305e-003, -5.98394684e-002, 1.65651262e-001, 3.00904327e+002
6.56220829e-003, -5.96396215e-002, 1.65651262e-001, 3.00851013e+002
6.56225439e-003, -5.96396141e-002, 1.67615548e-001, 3.00702606e+002
4.37980331e-003, -5.98394684e-002, 1.67615563e-001, 3.00756866e+002
6.56216685e-003, -5.96396253e-002, 1.61722690e-001, 3.01195892e+002
6.56218268e-003, -5.96396253e-002, 1.63686976e-001, 3.01016968e+002
4.37975023e-003, -5.98394722e-002, 1.61722690e-001, 3.01250824e+002
4.37975815e-003, -5.98394722e-002, 1.63686976e-001, 3.01070465e+002
2.19154451e-003, -5.99594824e-002, 1.61722690e-001, 3.01289581e+002
8.73603486e-003, -5.93601801e-002, 1.67615548e-001, 3.00648041e+002
8.73597804e-003, -5.93601875e-002, 1.65651262e-001, 3.00798431e+002
8.73593707e-003, -5.93601950e-002, 1.63686991e-001, 3.00966949e+002
1.08981729e-002, -5.90015389e-002, 1.65651262e-001, 3.00761780e+002
1.08982390e-002, -5.90015277e-002, 1.67615548e-001, 3.00611053e+002
1.08980769e-002, -5.90015575e-002, 1.61722690e-001, 3.01100281e+002
1.08981179e-002, -5.90015501e-002, 1.63686991e-001, 3.00928192e+002
8.73590820e-003, -5.93601987e-002, 1.61722690e-001, 3.01138947e+002
6.56284578e-003, -5.96395507e-002, 1.73508421e-001, 3.00142670e+002
4.37998539e-003, -5.98394535e-002, 1.71544135e-001, 3.00427155e+002
6.56249095e-003, -5.96395880e-002, 1.71544135e-001, 3.00375702e+002
4.38029412e-003, -5.98394312e-002, 1.73508435e-001, 3.00195221e+002
6.56379061e-003, -5.96396737e-002, 1.75472692e-001, 3.01093903e+002
2.19168374e-003, -5.99594787e-002, 1.71544150e-001, 3.00467377e+002
4.38111695e-003, -5.98395504e-002, 1.75472692e-001, 3.01175018e+002
2.19190284e-003, -5.99594675e-002, 1.73508435e-001, 3.00227753e+002
4.55561462e-007, -5.99995032e-002, 1.71544150e-001, 3.00480011e+002
2.19248980e-003, -5.99595644e-002, 1.75472692e-001, 3.01277740e+002
5.73573914e-007, -5.99995032e-002, 1.73508435e-001, 3.00240692e+002
6.56235078e-003, -5.96396066e-002, 1.69579834e-001, 3.00556396e+002
4.37987456e-003, -5.98394610e-002, 1.69579849e-001, 3.00607513e+002
2.19160970e-003, -5.99594787e-002, 1.69579849e-001, 3.00649689e+002
4.28075111e-007, -5.99995032e-002, 1.69579849e-001, 3.00661102e+002
1.08984541e-002, -5.90014867e-002, 1.71544105e-001, 3.00286957e+002
1.08987484e-002, -5.90014309e-002, 1.73508391e-001, 3.00069916e+002
1.30468355e-002, -5.85641116e-002, 1.75472692e-001, 3.00960693e+002
8.73627234e-003, -5.93601465e-002, 1.71544120e-001, 3.00327240e+002
1.08995289e-002, -5.90015240e-002, 1.75472692e-001, 3.00969513e+002
8.73662438e-003, -5.93600944e-002, 1.73508391e-001, 3.00096802e+002
8.73756316e-003, -5.93602061e-002, 1.75472692e-001, 3.01007477e+002
1.08983312e-002, -5.90015091e-002, 1.69579834e-001, 3.00457733e+002
8.73613264e-003, -5.93601651e-002, 1.69579834e-001, 3.00499756e+002
1.51760057e-002, -5.80486506e-002, 1.51901260e-001, 3.01082367e+002
1.72860734e-002, -5.74556440e-002, 1.51901260e-001, 3.01085388e+002
1.72860846e-002, -5.74556403e-002, 1.53865546e-001, 3.01165741e+002
1.51760168e-002, -5.80486469e-002, 1.53865546e-001, 3.01169342e+002
1.30457301e-002, -5.85641786e-002, 1.51901260e-001, 3.01106476e+002
1.72860604e-002, -5.74556477e-002, 1.49936974e-001, 3.01031311e+002
1.51759954e-002, -5.80486506e-002, 1.49936974e-001, 3.01028778e+002
1.30457254e-002, -5.85641824e-002, 1.49936989e-001, 3.01044891e+002
1.93730928e-002, -5.67859635e-002, 1.53865546e-001, 3.01193390e+002
1.93730835e-002, -5.67859635e-002, 1.51901260e-001, 3.01110474e+002
1.93730742e-002, -5.67859672e-002, 1.49936974e-001, 3.01052460e+002
2.14342736e-002, -5.60404919e-002, 1.51901260e-001, 3.01148224e+002
2.34668497e-002, -5.52202389e-002, 1.51901260e-001, 3.01202148e+002
2.34668460e-002, -5.52202389e-002, 1.53865546e-001, 3.01283691e+002
2.14342773e-002, -5.60404919e-002, 1.53865546e-001, 3.01232452e+002
2.34668534e-002, -5.52202351e-002, 1.49936974e-001, 3.01155884e+002
2.14342698e-002, -5.60404956e-002, 1.49936974e-001, 3.01097015e+002
1.72861107e-002, -5.74556328e-002, 1.57794118e-001, 3.01256683e+002
1.72861237e-002, -5.74556291e-002, 1.59758404e-001, 3.01203583e+002
1.51760383e-002, -5.80486394e-002, 1.57794118e-001, 3.01252777e+002
1.51760504e-002, -5.80486394e-002, 1.59758404e-001, 3.01195587e+002
1.30457422e-002, -5.85641786e-002, 1.57794118e-001, 3.01271454e+002
1.30457487e-002, -5.85641749e-002, 1.59758404e-001, 3.01205536e+002
1.72860976e-002, -5.74556366e-002, 1.55829832e-001, 3.01240265e+002
1.51760271e-002, -5.80486432e-002, 1.55829832e-001, 3.01240021e+002
1.30457338e-002, -5.85641786e-002, 1.53865546e-001, 3.01191315e+002
1.30457385e-002, -5.85641786e-002, 1.55829832e-001, 3.01259094e+002
2.34668385e-002, -5.52202426e-002, 1.57794118e-001, 3.01388275e+002
2.34668348e-002, -5.52202463e-002, 1.59758404e-001, 3.01341400e+002
2.14342829e-002, -5.60404882e-002, 1.57794118e-001, 3.01326538e+002
2.14342847e-002, -5.60404882e-002, 1.59758404e-001, 3.01277863e+002
1.93731096e-002, -5.67859560e-002, 1.57794118e-001, 3.01282593e+002
1.93731189e-002, -5.67859523e-002, 1.59758404e-001, 3.01229004e+002
2.34668422e-002, -5.52202426e-002, 1.55829832e-001, 3.01362427e+002
2.14342792e-002, -5.60404919e-002, 1.55829832e-001, 3.01307678e+002
1.93731003e-002, -5.67859598e-002, 1.55829832e-001, 3.01264679e+002
2.19157897e-003, -5.99594824e-002, 1.53865546e-001, 3.01466248e+002
4.66093667e-007, -5.99995032e-002, 1.53865546e-001, 3.01490387e+002
4.72693131e-007, -5.99995032e-002, 1.51901260e-001, 3.01399384e+002
2.19158828e-003, -5.99594787e-002, 1.51901260e-001, 3.01375214e+002
4.79288303e-007, -5.99995032e-002, 1.49936974e-001, 3.01321136e+002
4.37980564e-003, -5.98394684e-002, 1.51901260e-001, 3.01326935e+002
6.56222878e-003, -5.96396178e-002, 1.51901260e-001, 3.01265381e+002
6.56221434e-003, -5.96396215e-002, 1.53865546e-001, 3.01353851e+002
4.37979307e-003, -5.98394684e-002, 1.53865546e-001, 3.01417572e+002
6.56224322e-003, -5.96396178e-002, 1.49936974e-001, 3.01192719e+002
4.37981775e-003, -5.98394684e-002, 1.49936974e-001, 3.01254364e+002
2.19160668e-003, -5.99594787e-002, 1.47972688e-001, 3.01264526e+002
2.19159760e-003, -5.99594787e-002, 1.49936974e-001, 3.01298950e+002
8.73594079e-003, -5.93601950e-002, 1.53865546e-001, 3.01283966e+002
8.73595290e-003, -5.93601912e-002, 1.51901260e-001, 3.01197266e+002
8.73596407e-003, -5.93601912e-002, 1.49936974e-001, 3.01132355e+002
1.08980853e-002, -5.90015538e-002, 1.51901260e-001, 3.01143311e+002
1.08980807e-002, -5.90015575e-002, 1.53865546e-001, 3.01227081e+002
1.08980890e-002, -5.90015538e-002, 1.49936989e-001, 3.01081573e+002
6.56217197e-003, -5.96396253e-002, 1.59758404e-001, 3.01341278e+002
4.37976839e-003, -5.98394722e-002, 1.57794118e-001, 3.01479645e+002
6.56218547e-003, -5.96396215e-002, 1.57794118e-001, 3.01415222e+002
4.37975628e-003, -5.98394722e-002, 1.59758404e-001, 3.01401215e+002
2.19156034e-003, -5.99594824e-002, 1.57794118e-001, 3.01521698e+002
2.19155126e-003, -5.99594824e-002, 1.59758404e-001, 3.01440277e+002
4.52894739e-007, -5.99995032e-002, 1.57794118e-001, 3.01533600e+002
4.46197618e-007, -5.99995032e-002, 1.59758404e-001, 3.01453156e+002
6.56219991e-003, -5.96396215e-002, 1.55829832e-001, 3.01419220e+002
4.37978050e-003, -5.98394684e-002, 1.55829832e-001, 3.01482391e+002
2.19156966e-003, -5.99594824e-002, 1.55829832e-001, 3.01529572e+002
4.59494203e-007, -5.99995032e-002, 1.55829832e-001, 3.01549347e+002
1.08980713e-002, -5.90015575e-002, 1.57794118e-001, 3.01301666e+002
1.08980685e-002, -5.90015575e-002, 1.59758404e-001, 3.01232208e+002
8.73591844e-003, -5.93601987e-002, 1.57794118e-001, 3.01349701e+002
8.73590820e-003, -5.93601987e-002, 1.59758404e-001, 3.01279419e+002
1.08980760e-002, -5.90015575e-002, 1.55829832e-001, 3.01297394e+002
8.73592962e-003, -5.93601950e-002, 1.55829832e-001, 3.01352356e+002
3.83809432e-002, -4.61182669e-002, 1.67615548e-001, 3.00647644e+002
3.66710499e-002, -4.74891812e-002, 1.65651262e-001, 3.00883545e+002
3.83809619e-002, -4.61182483e-002, 1.65651262e-001, 3.00833038e+002
3.49121913e-002, -4.87967618e-002, 1.65651262e-001, 3.00937500e+002
3.66710238e-002, -4.74892035e-002, 1.67615548e-001, 3.00696869e+002
3.83809991e-002, -4.61182222e-002, 1.61722690e-001, 3.01182678e+002
3.83809805e-002, -4.61182334e-002, 1.63686976e-001, 3.01023285e+002
3.66710909e-002, -4.74891476e-002, 1.61722690e-001, 3.01232880e+002
3.66710722e-002, -4.74891663e-002, 1.63686976e-001, 3.01075562e+002
3.49122435e-002, -4.87967283e-002, 1.61722690e-001, 3.01298431e+002
3.49122174e-002, -4.87967432e-002, 1.63686976e-001, 3.01133636e+002
4.00396623e-002, -4.46857922e-002, 1.67615548e-001, 3.00613495e+002
4.00396734e-002, -4.46857810e-002, 1.65651262e-001, 3.00798553e+002
4.00396846e-002, -4.46857698e-002, 1.63686976e-001, 3.00991119e+002
4.16449569e-002, -4.31936905e-002, 1.65651262e-001, 3.00784821e+002
4.16449495e-002, -4.31936979e-002, 1.67615548e-001, 3.00599335e+002
4.16449718e-002, -4.31936793e-002, 1.61722690e-001, 3.01127045e+002
4.16449644e-002, -4.31936830e-002, 1.63686976e-001, 3.00976898e+002
4.00396958e-002, -4.46857587e-002, 1.61722690e-001, 3.01143463e+002
3.83809023e-002, -4.61183004e-002, 1.71544135e-001, 3.00280762e+002
3.83808911e-002, -4.61183079e-002, 1.73508421e-001, 3.00052155e+002
3.66709679e-002, -4.74892482e-002, 1.71544120e-001, 3.00325684e+002
3.66709270e-002, -4.74892780e-002, 1.73508421e-001, 3.00088470e+002
3.83808948e-002, -4.61183265e-002, 1.75472692e-001, 3.00997101e+002
3.49120907e-002, -4.87968363e-002, 1.71544120e-001, 3.00382111e+002
3.49120237e-002, -4.87968847e-002, 1.73508421e-001, 3.00138153e+002
3.66708450e-002, -4.74893413e-002, 1.75472692e-001, 3.01062683e+002
3.83809246e-002, -4.61182818e-002, 1.69579834e-001, 3.00468842e+002
3.66709977e-002, -4.74892221e-002, 1.69579834e-001, 3.00517548e+002
3.49121615e-002, -4.87967841e-002, 1.67615548e-001, 3.00753540e+002
3.49121280e-002, -4.87968065e-002, 1.69579834e-001, 3.00573395e+002
4.16449383e-002, -4.31937091e-002, 1.71544120e-001, 3.00235962e+002
